ID,Actual
542,13901.962199958041
544,21356.606152817607
545,25181.505120253656
546,5239.755155873485
547,23911.42786539998
550,9785.72553578252
552,26474.01580682397
555,18193.181415485218
557,29034.720881201327
558,8453.706084842794
563,31752.11002226034
564,25832.373690594453
567,26473.667879538145
568,8199.51858778717
569,15308.993777863681
576,12699.240728193894
579,27434.90095887566
580,27204.370258224662
582,27882.097902893554
587,27427.4870708948
589,20463.968898224644
592,15477.309725180734
593,25486.899832191877
594,36012.45556013007
597,21252.20197656937
600,15404.427970463876
605,11889.239325061906
609,22700.472211525775
610,18307.37722657807
612,15058.763937325682
624,20502.161601405125
625,4596.150214475114
628,19373.02460753126
630,20980.25285364827
634,30385.5482620243
637,16368.499609922525
638,20108.5212731394
643,24341.49846776575
649,46012.44846688863
650,17501.151169161312
651,21876.380500610918
655,16324.878358213697
657,21328.3426535544
660,20437.672560092993
664,20760.84227571916
666,9209.82523411559
667,20817.849116637837
673,14733.894724086858
680,30000.11003706837
683,28241.30188350845
684,28384.34443422919
685,35191.81317463191
686,30626.962706516962
692,20932.83231231291
693,17453.614385255612
694,15009.439128283411
695,12500.106953591108
697,28988.54501385195
700,30846.974684955552
704,10033.955735414755
706,23202.624752270523
707,11256.984738268424
715,20522.841783963144
718,9206.55865453789
721,10958.609113126993
722,23496.919886203017
725,1994.914712073747
730,23759.67500639567
734,22984.513642633334
739,24438.462200966664
741,20921.80704475753
742,45391.50968904793
744,16221.271660416387
745,31825.81354468735
748,17851.611620500218
751,22108.022835947108
759,34542.024008423556
762,32248.781915444415
768,19733.723688970786
772,26478.738965112716
776,19376.549376303796
777,12107.763369912282
778,13856.69181057997
779,20283.85863614967
781,19215.39142494835
782,22374.575653902255
789,7552.508210623171
792,28351.363110211212
793,36468.48342934577
795,38283.168879654724
797,27503.23985930858
803,12084.491197674535
804,26081.198004243895
805,29678.52361863572
810,11988.389449606184
811,17700.73385409778
815,15764.67275193194
817,21173.765218090266
818,9021.84306102898
819,26855.040732032154
823,32841.92695444543
825,15041.253676273394
827,25791.901480103377
828,18544.150948778726
829,9680.891309826635
831,29799.375427584164
837,14198.239202047698
842,29012.26745789079
848,19057.76522233989
849,26494.300656854175
852,17117.423099578824
859,17122.78388686385
861,21677.664359136485
863,22184.98081382783
866,21474.6171913445
869,26574.919220618904
872,26850.59013562277
873,26142.357604799792
885,19079.090436213184
888,14889.68125786027
900,17719.033253431786
901,9312.181068962906
904,20988.62419541506
914,12941.569286845159
919,12752.428956984542
920,24945.891418628395
923,13962.553105592262
924,22368.63383713225
927,21598.9080463876
928,10689.033525515348
929,17571.81425614562
930,21228.2055770671
931,17594.089720516466
932,14128.487589072436
933,24568.91811838653
939,23833.451963780914
940,24217.736615941394
941,15302.07277586963
942,22306.98764863843
943,9995.173603180796
946,22004.31666053692
947,17187.62228419818
948,22460.97618077742
950,19887.63511480391
951,11467.009043301456
956,14860.984371138737
965,27125.34962763451
966,25073.335270990618
969,28416.585692977533
971,17735.64129846543
977,36542.04961426463
979,22834.16333375871
983,20798.326888022013
984,35146.5355202849
992,30611.202644409612
994,17868.575134813786
996,17334.9956258256
997,27815.643844213802
1000,10590.455705993809
1004,29319.03521739226
1005,14272.350028994028
1006,15461.7407616321
1007,25422.607026669662
1009,23060.2429133635
1022,17818.314177663065
1023,42576.585415988695
1029,20476.391534144524
1030,12400.712723351084
1035,18970.906433758326
1037,17457.978659711778
1040,27232.204933579545
1041,43969.81068855012
1045,14731.303000311833
1046,28487.07216986688
1054,10044.834188557696
1056,25879.8616625173
1057,22587.984281146433
1058,15177.036836938933
1063,35327.31621848233
1064,8818.131813351996
1065,20356.470191620756
1066,15427.922162011731
1069,7711.70309836464
1076,33427.97590310406
1082,16271.28810630925
1083,10919.296343429945
1084,24718.022904755082
1088,5581.906643990427
1098,21388.020183403045
1100,20007.211475001648
1104,16966.833466467913
1106,27015.840473202057
1112,17496.015927577857
1113,30288.24995362386
1114,13181.932993749622
1119,7423.856036379002
1120,17974.797174353153
1128,26020.597981707193
1129,31340.608271808363
1136,30003.600817764178
1138,30470.499022894073
1142,20452.797699741554
1143,9812.681258517783
1145,30037.758304710966
1146,2579.5237408252433
1147,22692.421773551032
1149,13867.169642390218
1152,20085.518033600412
1158,37554.446677192114
1159,27618.267036766745
1168,20042.36451724684
1175,15739.523899017368
1180,16361.33741680393
1184,19516.17612490896
1187,9352.18133633351
1200,47425.721226013266
1201,20643.17350132717
1205,19128.091596702114
1207,14410.511554118712
1208,23844.38243362354
1211,21203.023072855547
1212,9315.325355093926
1213,12323.717205251101
1216,26038.904427079484
1219,23246.138550542295
1221,30437.185192090925
1225,20992.852925545536
1226,24981.378486439586
1227,10875.849501661025
1234,16062.878103917465
1236,21610.767505181488
1238,28114.102706755977
1245,2207.2837705528364
1247,25226.143341034185
1253,14268.618468552828
1257,4746.276689244434
1261,15256.535147744697
1262,26323.387735308614
1263,12942.834907581564
1264,18144.270234536845
1270,29529.48527229624
1271,33173.35073839035
1273,23354.501324999146
1274,4040.5547652877867
1277,21070.785268233623
1278,25405.352277760394
1279,18187.582285658922
1284,-6199.964640100952
1293,23739.935945647303
1297,13924.616789390799
1298,15926.293641019613
1299,24239.542117828038
1301,22496.775695436634
1302,15802.547359128948
1303,29846.560832716525
1306,13687.028099282645
1307,23640.788876567036
1314,24510.144705226645
1321,27906.90135562513
1323,28455.325247067027
1324,16254.631340469234
1325,24499.077479788102
1326,29396.820651142858
1327,31380.93957532989
1334,23690.316462228075
1336,13415.951236803085
1338,25611.610932185315
1341,19543.06416492164
1349,10447.37170856772
1350,2326.341387072578
1352,38868.61109407572
1356,28301.38581850892
1357,18101.32812013058
1359,20119.54444125574
1366,31991.588215602096
1367,45993.789194821846
1368,18758.652430271264
1373,23322.458106668666
1374,25787.197093273047
1379,26483.178160081152
1380,31080.824418700766
1382,14639.948316216469
1387,23128.28196022939
1388,18480.90643458953
1397,12431.923842956312
1401,27778.180191212334
1405,19034.965392220765
1408,9624.862378485966
1409,19243.450022732373
1410,24841.228943890426
1412,19912.168732766993
1413,18802.921901046764
1415,26808.623095556628
1417,11791.45243484294
1425,25077.3165388396
1426,10446.660722818691
1429,24886.112644576933
1432,10957.033716116566
1434,9122.121787776705
1440,27715.93234620616
1443,11561.208049941808
1444,23945.159266899806
1447,11319.500856003258
1450,28184.771370877977
1451,25989.3905800106
1454,27663.02735126298
1455,22271.87903827848
1463,14861.86040732544
1470,-271.5979989147745
1472,10408.137438393664
1476,23071.252131489106
1477,36458.93957459787
1480,36243.72752667498
1482,26975.808668104
1485,37681.14981889911
1486,21017.562481447123
1488,20074.139713810757
1489,23114.078704804182
1491,23739.51865797257
1494,29470.759520996828
1496,10067.572166692
1502,26780.43273343658
1504,8138.649776904378
1508,36949.571427858435
1510,25611.146750572138
1511,37675.552664986346
1512,30715.21463323012
1514,22211.08953211829
1517,25946.123077586293
1518,25328.26989625767
1519,20704.793310305104
1520,26225.812392574735
1521,17829.202161159832
1523,17451.541247578338
1527,17281.536444405094
1528,18200.612381168175
1532,8679.873975072522
1533,19937.31249154592
1536,7993.1519660800695
1538,20270.571991758887
1539,26148.45795203233
1541,19460.270756798796
1542,30171.420365374535
1544,6408.5629036342725
1550,28368.551590684336
1552,36164.97576938104
1554,21216.726983846165
1556,24433.46396360779
1558,19928.42869159719
1559,21012.476144209504
1560,-6167.948127449956
1565,17232.754833397456
1576,29272.395398928318
1579,15093.15449927561
1581,37502.722734835
1582,27470.99165102234
1583,20988.29874304915
1586,23445.907727702055
1587,25548.20993721299
1589,9671.928130581044
1591,21982.23700266285
1592,27965.990549610928
1594,21919.617488385644
1596,23919.481144820806
1601,31907.198632949032
1602,26080.63796671992
1605,11052.388503899798
1607,22202.843696381897
1610,13445.567488626577
1612,26380.468620145228
1614,26252.277748527005
1621,14012.57505928399
1625,8660.897556368262
1627,28081.08591452334
1628,17492.20416470943
1633,13083.285008104052
1636,20247.258173911832
1640,18799.585730070714
1642,29981.046654232312
1643,15864.044985466637
1645,20277.57246717345
1650,41938.13952455018
1651,18440.63307049172
1657,23193.370179661084
1668,16895.751385631505
1669,16672.847860032693
1672,11782.688711262308
1673,26192.442694449797
1677,29263.239560628776
1678,45943.119789807126
1679,11544.687662312295
1682,28911.000485686585
1683,20395.02456067549
1684,26862.27848355379
1686,17195.5356057249
1688,19976.300566880498
1689,45657.791799211875
1690,29019.348812262528
1692,19776.276650967076
1698,26465.676055687014
1700,5345.009433873929
1706,19200.891472402494
1709,14947.62334515946
1710,34305.474708012305
1713,24008.40402410226
1714,33217.929121538065
1715,40162.791227147914
1716,14997.84247259004
1718,48495.15929885255
1720,26593.545190543868
1721,9449.96752534248
1723,21528.434747118037
1726,9541.512884913478
1731,34497.21957801655
1734,18032.62249461841
1738,2894.882915409282
1739,27534.376250856556
1741,23897.8184375125
1742,231.89561968110502
1744,16827.663486331236
1748,48362.953082109336
1758,18265.007368034218
1760,15151.713817529846
1762,25564.974987814203
1766,23239.555785215925
1769,34451.50853332132
1776,15186.365010065958
1782,25209.88228994608
1783,18078.958151434083
1791,25959.90707650967
1792,13032.286246276926
1794,8057.978522890247
1806,20539.402057980653
1807,28738.93556852732
1808,17657.47671495797
1809,11662.998149154242
1810,24322.212601612322
1814,20754.540207544807
1816,13090.539196485654
1819,23790.648113064468
1822,23163.327553643845
1825,12541.526640331838
1826,19835.205185299274
1828,15673.524789649528
1830,15077.506403733976
1834,14440.399958837312
1838,10232.749915712513
1842,28940.530173249077
1846,37875.90322927991
1847,12557.036194273736
1852,7021.145161191467
1858,23767.915752900764
1863,33707.98885837151
1867,30121.752390010282
1869,46620.516696488485
1870,15283.479828190058
1872,37974.20395639632
1875,16024.559969157912
1876,13452.670832048636
1877,23208.11134882318
1881,17497.679434776306
1883,17669.118102518376
1885,14397.697247504722
1888,24734.217913722154
1889,7055.84429017175
1890,17593.020430224016
1891,21024.89766618237
1892,24743.61053079646
1897,22134.671004569624
1899,27694.91706846701
1904,17635.743322844617
1905,8015.9465507585555
1906,24019.404988254886
1911,21273.979052114766
1917,11765.077349225525
1921,18191.076630818192
1922,23399.52733664401
1923,10117.357953661587
1926,19653.406725903973
1928,28126.86927132448
1930,39835.071705465205
1931,11087.347531288397
1934,23722.782707857434
1936,24521.33164464077
1942,19241.9795730873
1945,22394.07170824986
1946,6858.483562300913
1952,29560.982873228844
1955,24638.237655960023
1957,12167.34009559732
1959,21442.564029401634
1961,6634.503855802584
1971,15898.983959591947
1973,12598.356499840971
1975,15154.774080046453
1976,11114.487617786042
1979,21509.085869735107
1981,27017.41646368336
1984,27095.73249273235
1995,15633.055790794082
1998,22022.23527220823
2000,14483.58674363466
2003,43452.77253867872
2005,16569.281407133676
2008,26317.204729187768
2012,20646.004492036067
2013,27952.7198611754
2015,46061.63146306388
2017,38413.20657426072
2022,11256.02420554636
2024,12689.545088115148
2029,20837.21438205056
2032,29565.94898401294
2037,12222.33846585732
2038,20662.960132885724
2043,10516.193056355696
2044,26254.78348533949
2055,23458.64981906861
2060,24645.309086371213
2063,14541.709088243078
2065,9027.842778420076
2067,27214.308771165553
2069,19791.816886399873
2071,34858.29259217577
2073,15500.539037891198
2074,7334.383796792012
2075,39428.83103827294
2077,19674.823732462246
2082,25582.10262863105
2087,10764.34026358882
2088,10092.602276806254
2094,21120.14822919201
2100,22201.261466240976
2104,20996.012220228557
2105,-238.8957327338867
2107,32652.975858774036
2108,12095.84484658204
2109,22420.07582455501
2110,15461.883449726272
2119,21411.169496552087
2124,26398.563851765357
2126,24627.24650531495
2130,17227.310227661394
2131,28264.43223621277
2133,13735.660134997219
2134,17738.10168880783
2140,10847.989261687733
2146,12528.023838469293
2148,4012.524907960091
2151,23003.677351451013
2152,22533.34321027901
2154,16097.282161344774
2158,21074.26036706753
2159,9710.845402929932
2160,12189.783335455228
2163,20887.889013719745
2170,15046.664833104704
2173,15821.90630290471
2178,28946.900761278812
2182,23021.851755543146
2186,20013.475842987187
2196,9934.120415125042
2204,28381.502061947715
2206,-9012.510222666431
2207,17743.69248093199
2209,23339.56333823176
2210,17455.83138363296
2223,19965.829983154777
2232,31916.792833874002
2235,12312.541464946233
2238,23147.780479092617
2239,26768.881286801305
2240,36103.854093730915
2245,18668.95011563413
2246,32308.088844001293
2253,9831.17194363987
2255,13441.960126054473
2256,16518.190130061004
2258,12203.271387717687
2263,29226.643645324744
2264,13233.584324973635
2270,23218.11639684625
2271,15115.370162898675
2273,19340.758483480662
2278,25086.46417373186
2279,28628.09324328648
2280,23414.789143562317
2281,26795.66120185051
2283,10643.239000963047
2286,17221.742836383637
2291,29456.276287027635
2292,23234.255479544867
2293,13475.894029817544
2301,8532.629005080089
2304,25816.26761073433
2308,-1078.7376031246968
2311,20508.615502820816
2312,21076.417791088577
2315,25385.3928831066
2319,34175.80555340508
2320,25451.02517571766
2324,13710.809594488703
2331,14312.201570524368
2332,6978.936121339444
2334,20868.1113177198
2335,41260.604627296794
2339,46250.17312505795
2340,19397.87200826779
2346,35695.607090001926
2347,27324.46545595769
2351,17184.211885045283
2354,13600.321084622294
2356,21977.016706796363
2358,25573.3076256169
2359,12595.894202526193
2364,23317.194827373605
2365,26027.120929833967
2366,34256.71006551944
2367,21045.450642695185
2369,19426.907652061433
2370,21022.59132617386
2371,19613.437876366545
2374,20543.829738335684
2375,22110.690169771668
2376,17268.076382433064
2378,33063.86351329042
2380,15021.288566011004
2381,8877.696669827681
2383,27380.22241342021
2387,8608.22682308266
2388,16720.932695795316
2390,34350.96483419649
2391,18100.19847034104
2394,28886.569477145094
2396,20435.976906673983
2404,23676.258983550128
2406,18491.62654071953
2407,33268.81917992467
2408,19593.07647043839
2410,17662.593191764783
2418,19713.007346276194
2419,21953.12440604763
2420,15879.40247821575
2422,16929.24795449432
2436,23761.94427316729
2438,14524.814890019596
2439,4357.505945585668
2441,52289.81183175417
2442,5970.1340682185255
2446,17453.161677610595
2449,23011.633027298376
2452,9512.095961214043
2454,15374.40854756115
2456,27268.894887231756
2459,18273.87480927026
2461,35616.06650132174
2466,8402.262161092833
2468,16515.919411494397
2472,20976.803118474316
2473,27819.642142228317
2481,16934.16249234788
2488,16682.227176906075
2489,19086.200850537978
2498,18256.47843316663
2499,15098.280570970383
2500,24294.392208263278
2502,21202.766366456635
2505,9839.55592554668
2506,34223.983236008324
2508,21150.97155789379
2511,15615.796264532022
2512,10889.816003882326
2514,35614.29805319104
2519,34201.76856576791
2525,25765.923265657388
2526,25452.61928368779
2527,9153.12327819923
2528,26638.911324845627
2530,25200.59120299993
2533,21147.00784829259
2535,11526.939820768312
2538,21451.20707809506
2542,26679.458385318518
2544,13123.370631963015
2545,16205.430724561214
2547,26653.742500084452
2551,14783.170111477375
2552,24185.544271934777
2554,21599.528488871176
2555,31186.105559055228
2556,12184.6423202632
2557,26306.53648324404
2558,13460.767928790301
2559,12937.39067977108
2569,8910.229778748471
2570,26420.365810832474
2573,35579.57012635283
2574,18837.877972417977
2576,-9742.47138636373
2577,27189.24765405152
2582,15412.36441289587
2586,10861.098031782545
2587,13342.768139809836
2590,11889.358482067939
2591,46140.201312733814
2592,9296.40725151822
2595,26247.960421906784
2598,38438.060766365845
2599,16776.46613580454
2600,20639.18062751554
2601,22261.583478352986
2603,26090.28804309666
2604,18379.80277937604
2611,24781.875851778314
2612,18935.851331462618
2613,10469.8136091833
2615,14119.49565924704
2616,35177.617175855674
2620,24235.827490798663
2624,18973.865119851194
2628,23635.89793906547
2630,24362.3787414087
2633,14777.42065863125
2634,16174.811529336032
2643,17618.424819454085
2645,32396.561609060504
2646,21030.500716819428
2649,20130.073274484836
2651,27384.848579427693
2653,25279.813511053566
2654,24483.41968074441
2656,26486.73542508809
2658,15031.175839625299
2663,46398.293864477426
2664,20118.722094978206
2665,9907.328588678967
2668,15549.57344873622
2669,7813.11255837651
2670,20106.844047061168
2672,14764.699577678926
2673,25349.23239920847
2676,25262.91892332118
2677,27117.72077907482
2679,24150.025335048325
2680,27583.745737862773
2684,41901.80653182324
2696,19701.156871252693
2700,25568.375665059313
2703,28338.352175730746
2705,9360.677651990205
2709,26613.765354549512
2714,24471.911846755072
2716,7353.102178754285
2718,3243.959910956677
2720,28397.148631270975
2724,21497.56467173202
2735,17185.307563979644
2736,16420.508598076645
2740,14262.764720363077
2742,61897.82298319368
2744,29432.952204502188
2745,23585.515374414157
2746,15961.69091773592
2747,9063.686363571323
2756,15479.749216746539
2758,22641.80830095755
2761,6718.96253886167
2762,26356.37557431683
2763,34002.30476236809
2768,21865.91374404542
2770,20619.536128982436
2772,15308.142960419413
2773,9827.928075469099
2777,15976.613495083991
2779,24952.063552861102
2781,20566.961449636612
2782,26214.81210536789
2783,19861.747936219443
2785,22920.0967338942
2788,14164.242287207395
2793,9809.842978846282
2796,32081.887105186004
2797,14888.47584486194
2799,18937.29520621989
2800,4860.616214605048
2802,22525.913691838738
2804,23228.87834185129
2807,2528.6178966281004
2808,28815.958917068783
2811,19841.87868247321
2817,32101.72765968507
2818,7837.779191151727
2820,20836.77855289029
2821,21426.086043173913
2822,11326.057161662728
2823,26426.93068400817
2825,7655.229459920432
2827,24210.83707091026
2828,16264.99546154961
2833,9015.09634869406
2834,35852.20469030272
2835,22524.4002893907
2843,27242.346528305672
2844,20367.54113730369
2845,41815.754868729506
2849,11762.10917920759
2856,7611.400220273528
2857,1590.5273791425861
2862,19865.50895934552
2863,16208.256159249227
2869,16745.020068857353
2874,10902.814019095618
2877,20441.30001456756
2879,22509.65383496601
2882,13800.09347982565
2885,21652.1617423445
2886,18221.28041638434
2889,21509.025938591454
2890,7361.774918505456
2891,31915.74534401484
2893,27306.789426378906
2895,16333.16423420515
2896,18982.4591016802
2898,16812.929043454584
2906,25144.287565961014
2911,26132.876434227917
2923,21339.309298178647
2925,21249.626483422704
2928,19527.061489285436
2930,29499.584838684183
2933,21579.497660086025
2935,21358.295318982564
2940,25651.577441956848
2942,26085.34276523115
2947,3148.4171133274212
2950,28860.160875762813
2951,17527.079339274205
2952,24622.34876869712
2954,13898.508832962252
2960,17912.421976100653
2961,8869.42388685327
2966,26670.505353784654
2967,35571.15484987572
2968,7756.247546714265
2975,26712.853281548712
2976,37201.05085545452
2984,11485.74089143984
2991,10780.541993143503
2992,2101.9747122987173
2998,30161.398265692405
2999,-414.0437149233185
3004,6250.977920795325
3007,16072.168968621641
3014,27260.774919899646
3017,35236.3334661806
3018,29143.792519961018
3020,11697.917396730743
3021,30282.803498351015
3029,43196.7483667857
3031,22253.936005610973
3034,19346.281229419634
3036,17110.740428658202
3037,18133.45444747014
3038,4725.499292042106
3041,13064.530274939723
3044,27896.302046335302
3047,28449.169987305533
3051,30715.051338140387
3052,7724.4812173154205
3054,27245.115051842295
3059,23078.881663167384
3060,20572.43068588525
3065,14571.770251519512
3071,29171.295799599495
3072,39461.50675657764
3073,22261.293358634226
3078,5778.678617693018
3084,27411.083935633767
3085,29552.47774653975
3086,45715.269705617335
3089,33092.173663193826
3094,26518.792125182226
3096,23168.90335332416
3098,10238.006575633772
3100,12579.708588056266
3102,25775.20193347661
3109,7940.537281702738
3111,19788.00364235649
3113,33605.189470469486
3114,12538.742579374462
3117,14163.95629537804
3120,9993.13581743138
3122,22709.01570939226
3124,30026.92601510696
3126,28242.722345377784
3127,22596.516047485173
3130,15233.163334569428
3132,23879.14458202431
3134,10592.22000901308
3138,23083.13395697158
3139,19536.672872358467
3141,20186.082486825064
3142,31329.41050519375
3143,24234.244090168737
3144,17392.059375519864
3147,16883.72670770297
3150,14461.503726176452
3158,21659.746365967207
3162,25084.94031442143
3163,11108.228889357764
3166,18924.252881572116
3167,13167.188375073485
3168,9471.256371455733
3169,17970.3712557042
3172,19629.88470023265
3178,19694.173963335343
3179,23292.642618692014
3180,25676.02398601873
3185,11952.70203696657
3189,36022.77747783018
3191,28108.583835977595
3194,16010.791341206525
3197,21235.963110077195
3198,7461.093641040847
3201,15460.678168352693
3202,21829.34681101702
3203,11796.638863365166
3205,36904.32745390758
3206,36469.40243310016
3207,14877.998680175282
3209,29916.821680336725
3210,9501.13215886755
3215,19148.567144365516
3218,24406.377242011018
3221,18872.16324857762
3222,35442.8649043059
3223,10013.70149293635
3227,15083.81094395835
3234,28178.418600277044
3237,16771.454016279895
3239,19126.981269132346
3245,21261.96726496797
3250,-3834.422498744447
3254,36778.931709859986
3270,12040.452463397756
3273,21529.14616965223
3277,36989.90391416242
3279,6995.659225042444
3283,21564.063506956212
3287,26576.57086843392
3289,27773.649025051855
3295,18174.97388405772
3297,24842.852971822955
3302,15737.648675660137
3303,16148.246961356606
3305,15453.580038897227
3308,11673.026503861416
3309,28579.77281094622
3311,16397.241460775025
3318,36820.472466140054
3322,16518.46487716632
3323,7783.4892209465615
3324,33777.24336729292
3331,14805.667864833027
3340,6864.3134650602005
3341,25277.3264542236
3346,27985.427215365227
3348,21276.415655230638
3350,18318.646446645726
3352,16338.848879871424
3353,29984.31283876812
3356,33769.29590344569
3359,15562.385703743435
3360,13885.292765800841
3364,20206.288160368335
3365,9319.53550063679
3367,20051.192859929986
3368,25971.401924574282
3372,13014.222268054727
3373,13527.42057392979
3375,20796.12660122942
3378,16765.690219903365
3380,17047.970866679214
3386,22377.11130880518
3395,22777.390522554982
3399,13285.424782367423
3400,25881.81971100997
3405,26514.933606374077
3411,14832.00697623659
3418,21585.085646793246
3419,21496.449482463766
3422,18117.37403530581
3424,39312.360368183814
3432,25253.038368407637
3433,28535.539122128394
3437,13335.04576093005
3438,45663.51438631024
3440,25673.803398817312
3443,24339.366398845334
3450,45655.584448049776
3451,17160.329813166056
3452,32308.66181467194
3453,12440.371669713873
3455,25276.739534800872
3456,25022.881805960555
3461,30289.196046261583
3462,7309.509293934796
3466,36265.201700582635
3470,13001.245919464622
3474,21130.311998911668
3476,27872.04628092749
3490,18996.352325740736
3491,17483.077010557055
3493,21146.999429749325
3495,16540.213390083518
3497,25596.78160570748
3504,31109.48243540246
3508,14803.05350831477
3510,16306.244612278417
3519,14572.977874150965
3520,22237.867745305877
3524,21231.15908819996
3527,14444.94346408872
3529,17820.14920119848
3531,24067.822490621824
3533,7405.869395162445
3535,24536.008794055786
3536,16529.263040517922
3537,29866.390639605
3540,17494.611283882987
3541,3777.143572089728
3542,17511.025699321646
3543,13745.485059437808
3545,28567.030741716735
3547,19869.83691424504
3548,17506.887394789606
3549,4814.6583939008415
3557,26105.930239536334
3562,22871.515876500867
3565,19219.520021842327
3574,32278.66772392951
3575,13135.282215892337
3576,7204.738620678894
3577,13322.629703387152
3578,29192.076362439897
3579,36377.46590661956
3587,30572.606873923913
3588,43044.19500094373
3589,16229.949715154711
3599,30787.663907093927
3600,26631.90656871535
3604,28546.719124784693
3606,16743.929017638788
3609,5790.333502462134
3611,45954.71840031352
3612,17589.86736093834
3613,18366.252228951547
3618,22554.56426451914
3620,23117.272991238628
3623,31502.858446817845
3624,8323.685649524443
3625,9183.9413952264
3626,20518.06961920811
3627,9845.618811628316
3631,47282.66141218366
3633,17991.04034333024
3635,20663.778173857834
3638,44522.40498732263
3641,19745.45512671536
3643,12648.320348655805
3644,30852.700182783417
3645,23770.242368872277
3647,13443.645776484627
3648,23715.857878967654
3649,29036.474716427736
3651,10716.830078559462
3653,25585.6620418909
3657,18216.20165459346
3659,17569.26433800906
3667,36044.07514962461
3668,27079.14071396552
3674,16530.770721698646
3677,24148.402600115165
3679,10977.209955911152
3680,13533.901819732971
3682,29771.774126597214
3683,18928.956671836786
3687,26376.270977509208
3696,15390.045817673206
3697,19076.338723698165
3698,3081.939547297545
3699,20294.465196004603
3700,28881.19645122718
3702,14627.888016267214
3706,25054.21562104905
3707,17194.084250732325
3712,6805.739837527741
3713,21264.026527662296
3715,48839.51876888098
3718,22205.586557702627
3719,27482.94934938103
3731,23857.60803258326
3734,29354.818269679323
3735,5256.439712736756
3737,14312.007954427972
3738,26552.57055452373
3746,28636.030626954976
3750,26943.586607702542
